TIME_PERIOD,Net Migration (World Bank),Air Passenger Transport,Population,Employment,Emigration of Citizens,Exports (National Accounts),GDP (Quarterly),Energy Prices,Inflation (HICP Manufacturing),Road Passenger Transport,Industrial Production Index,Retail Trade Turnover,Tourist Overnight Stays,Freight Transport,Unemployment Rate
2017-11-01,,10540404.0,,,,,,,748.4,,63753.7,24613.0,1328463.24,,1265.8
2017-12-01,,10714832.0,,,,,,,614.1999999999999,,61223.1,26730.0,1416174.6199999999,,1243.5
2018-01-01,-4972.0,200640856.0,7737516.0,54236.0,536448.0,1064660.2,2169036.23,345.9025,543.4,17817.04,32361.9,18715.1,1284995.46,89.8,1225.2
2018-02-01,,9309584.0,,,,,,,540.5,,32687.1,18044.2,1144530.2,,1206.5
2018-03-01,,11619840.0,,,,,,,658.1,,33626.7,18826.5,1437287.1300000001,,1187.7
2018-04-01,,56677308.0,,54373.1,,,2367314.933,,528.0,,34394.8,18793.4,1660960.48,,1167.5
2018-05-01,,14641188.0,,,,,,,521.9,,36097.6,20284.6,2009002.73,,1143.1
2018-06-01,,15604248.0,,,,,,,545.1,,35455.0,20465.4,2665156.77,,1111.2
2018-07-01,,64515888.0,,54577.2,,,2419105.44,396.49670000000003,582.2,,33982.5,19685.7,3535518.94,,1079.7
2018-08-01,,16287228.0,,,,,,,581.8,,36400.2,19839.8,3337548.45,,1056.6
2018-09-01,,15001820.0,,,,,,,758.3,,34357.4,19489.5,1959091.3299999998,,1042.4
2018-10-01,,52051224.0,,53972.4,,,2455726.301,,736.9,,37767.1,20921.0,1756351.38,,1048.9
2018-11-01,,11418184.0,,,,,,,698.7,,37868.7,20430.1,1480727.25,,1049.2
2018-12-01,,11332056.0,,,,,,,663.1,,35327.9,20116.6,1510886.27,,1042.3
2019-01-01,-3416.0,214840532.0,7679872.0,53880.5,517652.0,1087221.8,2228333.862,459.1406,822.0,18069.6,31696.9,19536.2,1288304.26,77.3,1033.2
2019-02-01,,9691724.0,,,,,,,796.9,,32893.8,18561.5,1211356.48,,1016.0
2019-03-01,,11950720.0,,,,,,,708.7,,34403.5,20796.6,1475807.23,,1000.6
2019-04-01,,62170040.0,,53739.8,,,2401917.519,,875.1,,35358.3,21295.6,1726917.16,,986.4
2019-05-01,,15978328.0,,,,,,,947.5,,36832.7,20874.5,2140095.91,,971.0
2019-06-01,,17110184.0,,,,,,,914.6,,35000.7,19707.8,2648890.68,,963.9
2019-07-01,,70380404.0,,53970.0,,,2462412.508,414.1958,796.2,,34088.5,20510.1,3623171.45,,949.5
2019-08-01,,17986796.0,,,,,,,815.3,,35427.2,21803.8,3367728.85,,928.3
2019-09-01,,16079616.0,,,,,,,660.0,,35057.9,20235.4,1997152.58,,887.4
2019-10-01,,56192832.0,,53827.1,,,2460909.366,,601.5,,36547.7,21195.4,1771470.47,,856.0
2019-11-01,,12368384.0,,,,,,,579.2,,35332.9,20841.0,1567613.46,,879.4
2019-12-01,,12783872.0,,,,,,,584.3,,34042.4,21322.9,1604996.84,,973.4
2020-01-01,-3147.0,45308024.0,7630700.0,53580.9,429198.0,1081656.9,2262489.454,371.4164,799.0,16438.2,31186.9,13361.7,1454215.4,55.5,1083.3
2020-02-01,,4928668.0,,,,,,,828.2,,33207.4,13926.3,1333180.54,,1122.1
2020-03-01,,2219208.0,,,,,,,659.1,,32259.0,12957.4,791853.36,,1180.8
2020-04-01,,1031724.0,,53317.6,,,2145190.804,,396.90000000000003,,27792.7,10978.8,281118.02,,1287.0
2020-05-01,,135776.0,,,,,,,188.9,,30416.2,12782.4,391824.48,,1319.5
2020-06-01,,810828.0,,,,,,,190.4,,31881.8,13970.6,1166005.88,,1318.8
2020-07-01,,8331384.0,,53055.4,,,2448389.146,374.6843,461.90000000000003,,32172.7,14781.5,2565494.5,,1314.4
2020-08-01,,2206848.0,,,,,,,396.5,,32469.1,14590.2,2491543.5,,1279.7
2020-09-01,,1307208.0,,,,,,,409.1,,32439.4,14562.9,959027.44,,1226.4
2020-10-01,,3433264.0,,52750.4,,,2485438.119,,415.0,,34423.8,14701.6,839424.62,,1182.2
2020-11-01,,609704.0,,,,,,,362.6,,34852.1,14226.7,564063.76,,1165.5
2020-12-01,,705080.0,,,,,,,355.6,,33350.7,14266.1,471078.78,,1155.7
2021-01-01,-280.0,28943220.0,7572892.0,51340.1,461938.0,1231940.3,2279375.014,345.1582,126.4,14812.6,29692.7,12226.1,356654.39,50.6,1150.3
2021-02-01,,312064.0,,,,,,,145.0,,30580.3,13011.2,378081.61,,1154.4
2021-03-01,,419260.0,,,,,,,247.20000000000002,,32831.6,15224.5,423909.93,,1159.8
2021-04-01,,3844084.0,,51474.7,,,2571534.767,,601.8,,36120.3,16014.5,459721.22000000003,,1168.2
2021-05-01,,900988.0,,,,,,,758.3,,34267.5,15781.7,634490.8200000001,,1172.6
2021-06-01,,1780400.0,,,,,,,802.7,,35621.4,16631.0,1026701.47,,1161.3
2021-07-01,,15369116.0,,51870.6,,,2721224.485,578.1282,879.7,,35250.3,16769.8,2146490.03,,1133.8
2021-08-01,,4486036.0,,,,,,,1070.6,,34722.5,16573.9,2054830.27,,1079.0
2021-09-01,,3845712.0,,,,,,,1267.0,,35342.8,16407.7,1150606.18,,1031.9
2021-10-01,,14662332.0,,51494.2,,,2752192.013,,1476.5,,35637.1,15810.8,872894.85,,1020.7
2021-11-01,,3117116.0,,,,,,,1843.7,,36383.2,15499.4,552097.41,,1043.5
2021-12-01,,3361984.0,,,,,,,2035.0,,36797.0,17132.3,733392.37,,1055.0
2022-01-01,22027.0,77494916.0,7503028.0,51769.0,477188.0,1439741.5,2608837.651,682.8362,2244.2,14448.2,34019.2,15589.6,639515.57,50.2,1037.2
2022-02-01,,2448828.0,,,,,,,2577.7,,32351.2,15385.8,705781.09,,1020.2
2022-03-01,,3641468.0,,,,,,,3115.3,,37240.1,17822.9,874405.08,,1003.4
2022-04-01,,23007216.0,,52201.8,,,2805829.473,,3571.5,,37761.1,16492.8,1138858.46,,986.1
2022-05-01,,5896544.0,,,,,,,4341.2,,40908.1,17442.4,1293780.22,,979.3
2022-06-01,,6861432.0,,,,,,,4810.4,,38989.5,17434.7,1969535.76,,1000.6
2022-07-01,,29528408.0,,52620.6,,,2911088.547,1203.5028,5371.4,,35387.5,17559.9,2892552.34,,1062.4
2022-08-01,,7292668.0,,,,,,,5323.2,,36164.5,18493.7,2726345.49,,1081.8
2022-09-01,,6694988.0,,,,,,,5688.6,,35522.9,17859.9,1489778.1199999999,,1085.7
2022-10-01,,24583816.0,,52291.7,,,2962040.1,,5819.1,,36222.4,17800.4,1393595.14,,1066.0
2022-11-01,,5303264.0,,,,,,,5853.0,,41249.4,18063.4,1039045.67,,1040.4
2022-12-01,,5592280.0,,,,,,,5702.4,,35505.1,17485.2,1118840.97,,1002.9
2023-01-01,7966.0,102283984.0,7532032.0,51897.9,507558.0,1404522.9,2770079.142,1220.7045,5780.7,15297.6,31113.1,16696.4,934086.18,41.8,953.4
2023-02-01,,4592424.0,,,,,,,5548.7,,32140.1,16313.5,1000219.17,,919.8
2023-03-01,,5531232.0,,,,,,,5032.0,,35841.2,17560.1,1037607.99,,902.5
2023-04-01,,28960148.0,,52008.6,,,2819754.659,,4473.6,,35937.3,17542.4,1308818.46,,908.7
2023-05-01,,7701732.0,,,,,,,3970.6,,36474.2,18156.9,1566409.56,,921.1
2023-06-01,,7985072.0,,,,,,,3159.2,,36029.2,17510.5,2135321.96,,941.6
2023-07-01,,34127240.0,,52043.9,,,2854557.022,935.2067,2747.3,,32296.5,17742.0,3306970.71,,961.1
2023-08-01,,8623588.0,,,,,,,2440.4,,34256.6,17796.3,2829617.33,,971.4
2023-09-01,,7688340.0,,,,,,,1955.2,,33982.1,17311.4,1612740.85,,980.9
2023-10-01,,27446028.0,,51656.6,,,2854291.077,,1574.2,,36359.5,17888.1,1362993.9,,1012.5
2023-11-01,,5831424.0,,,,,,,1367.7,,39145.9,16948.2,1109692.93,,1035.8
2023-12-01,,6054004.0,,,,,,,1161.8,,35853.4,13195.7,1239463.6099999999,,1045.0
2024-01-01,-2225.0,111214124.0,7487528.0,51837.8,,1392502.9,2671005.547,1293.8316,1016.2,,13643.9,6876.7,947229.09,,1022.8
2024-02-01,,4854636.0,,,,,,,776.6,,15021.2,6873.5,979407.46,,1024.0
2024-03-01,,6226024.0,,,,,,,842.0,,15535.2,7545.2,1204014.83,,1037.7
2024-04-01,,30471480.0,,51702.0,,,2815832.684,,785.8,,15439.1,7404.4,1312550.43,,1057.5
2024-05-01,,7930876.0,,,,,,,656.0,,16370.6,7679.4,1681630.8599999999,,1059.1
2024-06-01,,8534588.0,,,,,,,965.1,,15515.8,7312.1,2345801.4,,1037.1
2024-07-01,,37289568.0,,51561.2,,,2898211.081,1025.6393,798.3,,14880.3,7792.1,3375939.63,,1007.2
2024-08-01,,9536232.0,,,,,,,945.5,,16258.0,7929.7,3151163.17,,1005.1
2024-09-01,,8530312.0,,,,,,,992.5,,15282.9,7947.5,1718825.88,,986.4
2024-10-01,,30991016.0,,51072.7,,,2906183.544,,1035.8,,16885.5,8209.5,1492372.92,,1007.8
2024-11-01,,6781840.0,,,,,,,1021.8,,18034.7,8198.9,1286595.28,,1017.2
2024-12-01,,7293488.0,,,,,,,1245.6,,15301.0,8221.7,1416680.34,,1035.4
2025-01-01,,23075116.0,,51200.8,,,2765662.733,1024.2563,1268.6,,14322.9,7265.1,1113665.13,,1068.3
2025-02-01,,5223512.0,,,,,,,1525.6,,14951.5,7009.099999999999,1098690.45,,1092.8
2025-03-01,,6616420.0,,,,,,,1441.7,,15496.8,7943.5,1259184.84,,1068.0
2025-04-01,,31213984.0,,51928.3,,,2906196.589,,1630.3,,16677.4,7973.1,1478616.49,,1039.1
2025-05-01,,8166088.0,,,,,,,1574.6,,16460.0,7975.099999999999,1889442.49,,1024.2
2025-06-01,,8469496.0,,,,,,,1465.2,,16777.5,7963.5,2370395.2,,1020.6
2025-07-01,,,,,,,,,1573.8,,16585.1,8315.6,3484322.62,,1013.4
2025-08-01,,,,,,,,,1533.7,,16267.7,4552.3,3289668.24,,1004.1
2025-09-01,,,,,,,,,1385.5,,,4256.0,,,
